file_id,line_id,timestamp,host,source,level,exception_type,description,raw_data
1617012911,802,1583893343000,,kafka,INFO,,"[ReplicaFetcherManager on broker 1] Added fetcher to broker BrokerEndPoint(id=2, host=tsb-hw-prod-ckkafka2:9092) for partitions Map(jvmAgentTopic-0 -> (offset=583650, leaderEpoch=31)) (kafka.server.ReplicaFetcherManager)","[2020-03-11 10:22:23,168] INFO [ReplicaFetcherManager on broker 1] Added fetcher to broker BrokerEndPoint(id=2, host=tsb-hw-prod-ckkafka2:9092) for partitions Map(jvmAgentTopic-0 -> (offset=583650, leaderEpoch=31)) (kafka.server.ReplicaFetcherManager)"
1617012911,807,1583893343000,,kafka,INFO,,"[ReplicaFetcher replicaId=1, leaderId=2, fetcherId=2] Retrying leaderEpoch request for partition dotnetAgentTopic-4 as the leader reported an error: UNKNOWN_LEADER_EPOCH (kafka.server.ReplicaFetcherThread)","[2020-03-11 10:22:23,173] INFO [ReplicaFetcher replicaId=1, leaderId=2, fetcherId=2] Retrying leaderEpoch request for partition dotnetAgentTopic-4 as the leader reported an error: UNKNOWN_LEADER_EPOCH (kafka.server.ReplicaFetcherThread)"
1617012911,857,1583893953000,,kafka,INFO,,"[LeaderEpochCache javaAgentTopic-7] New epoch entry EpochEntry(epoch=49, startOffset=10834548) caused truncation of conflicting entries ListBuffer(EpochEntry(epoch=48, startOffset=10834548)). Cache now contains 4 entries. (kafka.server.epoch.LeaderEpochFileCache)","[2020-03-11 10:32:33,800] WARN [LeaderEpochCache javaAgentTopic-7] New epoch entry EpochEntry(epoch=49, startOffset=10834548) caused truncation of conflicting entries ListBuffer(EpochEntry(epoch=48, startOffset=10834548)). Cache now contains 4 entries. (kafka.server.epoch.LeaderEpochFileCache)"
1617012911,859,1583893953000,,kafka,INFO,,"[LeaderEpochCache nodeAgentTopic-8] New epoch entry EpochEntry(epoch=34, startOffset=384) caused truncation of conflicting entries ListBuffer(EpochEntry(epoch=33, startOffset=384)). Cache now contains 3 entries. (kafka.server.epoch.LeaderEpochFileCache)","[2020-03-11 10:32:33,802] WARN [LeaderEpochCache nodeAgentTopic-8] New epoch entry EpochEntry(epoch=34, startOffset=384) caused truncation of conflicting entries ListBuffer(EpochEntry(epoch=33, startOffset=384)). Cache now contains 3 entries. (kafka.server.epoch.LeaderEpochFileCache)"
1617012911,864,1583893953000,,kafka,INFO,,"[LeaderEpochCache pythonAgentTopic-5] New epoch entry EpochEntry(epoch=39, startOffset=245) caused truncation of conflicting entries ListBuffer(EpochEntry(epoch=38, startOffset=245)). Cache now contains 4 entries. (kafka.server.epoch.LeaderEpochFileCache)","[2020-03-11 10:32:33,808] WARN [LeaderEpochCache pythonAgentTopic-5] New epoch entry EpochEntry(epoch=39, startOffset=245) caused truncation of conflicting entries ListBuffer(EpochEntry(epoch=38, startOffset=245)). Cache now contains 4 entries. (kafka.server.epoch.LeaderEpochFileCache)"
1617012911,977,1583894543000,,kafka,INFO,,"[ReplicaFetcher replicaId=1, leaderId=4, fetcherId=1] Retrying leaderEpoch request for partition javaAgentTopic-5 as the leader reported an error: UNKNOWN_LEADER_EPOCH (kafka.server.ReplicaFetcherThread)","[2020-03-11 10:42:23,237] INFO [ReplicaFetcher replicaId=1, leaderId=4, fetcherId=1] Retrying leaderEpoch request for partition javaAgentTopic-5 as the leader reported an error: UNKNOWN_LEADER_EPOCH (kafka.server.ReplicaFetcherThread)"
1617012911,1149,1583894843000,,kafka,INFO,,"[ReplicaFetcherManager on broker 1] Added fetcher to broker BrokerEndPoint(id=5, host=tsb-hw-prod-ckkafka5:9092) for partitions Map(dcAgentTopic-4 -> (offset=933, leaderEpoch=24), javaAgentTopic-1 -> (offset=19385680, leaderEpoch=42), dotnetAgentTopic-7 -> (offset=226291, leaderEpoch=35), __consumer_offsets-14 -> (offset=0, leaderEpoch=24), __consumer_offsets-34 -> (offset=0, leaderEpoch=26)) (kafka.server.ReplicaFetcherManager)","[2020-03-11 10:47:23,228] INFO [ReplicaFetcherManager on broker 1] Added fetcher to broker BrokerEndPoint(id=5, host=tsb-hw-prod-ckkafka5:9092) for partitions Map(dcAgentTopic-4 -> (offset=933, leaderEpoch=24), javaAgentTopic-1 -> (offset=19385680, leaderEpoch=42), dotnetAgentTopic-7 -> (offset=226291, leaderEpoch=35), __consumer_offsets-14 -> (offset=0, leaderEpoch=24), __consumer_offsets-34 -> (offset=0, leaderEpoch=26)) (kafka.server.ReplicaFetcherManager)"
1617012911,1233,1583894866000,,kafka,INFO,,"[GroupCoordinator 1]: Member jvmConsumer-tsb-hw-prod-consumer3-10016-abc4909c-7a2d-413f-8d93-e53764aa81b2 in group CodeConsumer has failed, removing it from the group (kafka.coordinator.group.GroupCoordinator)","[2020-03-11 10:47:46,396] INFO [GroupCoordinator 1]: Member jvmConsumer-tsb-hw-prod-consumer3-10016-abc4909c-7a2d-413f-8d93-e53764aa81b2 in group CodeConsumer has failed, removing it from the group (kafka.coordinator.group.GroupCoordinator)"
1617012911,1266,1583894871000,,kafka,INFO,,"[GroupCoordinator 1]: Member hostConsumer-tsb-hw-prod-consumer6-10015-45c9fa96-bedb-419e-bfd9-05df7cbcd66c in group CodeConsumer has failed, removing it from the group (kafka.coordinator.group.GroupCoordinator)","[2020-03-11 10:47:51,569] INFO [GroupCoordinator 1]: Member hostConsumer-tsb-hw-prod-consumer6-10015-45c9fa96-bedb-419e-bfd9-05df7cbcd66c in group CodeConsumer has failed, removing it from the group (kafka.coordinator.group.GroupCoordinator)"
1617012911,1275,1583894872000,,kafka,INFO,,"[GroupCoordinator 1]: Member javaConsumer-tsb-hw-prod-consumer6-10015-06109a8e-e213-4e60-afcd-c7c22c4704aa in group CodeConsumer has failed, removing it from the group (kafka.coordinator.group.GroupCoordinator)","[2020-03-11 10:47:52,038] INFO [GroupCoordinator 1]: Member javaConsumer-tsb-hw-prod-consumer6-10015-06109a8e-e213-4e60-afcd-c7c22c4704aa in group CodeConsumer has failed, removing it from the group (kafka.coordinator.group.GroupCoordinator)"
1617012911,1324,1583896146000,,kafka,INFO,,[ProducerStateManager partition=javaAgentTopic-2] Writing producer snapshot at offset 19390025 (kafka.log.ProducerStateManager),"[2020-03-11 11:09:06,099] INFO [ProducerStateManager partition=javaAgentTopic-2] Writing producer snapshot at offset 19390025 (kafka.log.ProducerStateManager)"
1617012911,1651,1583912138000,,kafka,INFO,,"[Log partition=javaAgentTopic-10, dir=/data/appData/kafka] Deleting segment 10733771 (kafka.log.Log)","[2020-03-11 15:35:38,965] INFO [Log partition=javaAgentTopic-10, dir=/data/appData/kafka] Deleting segment 10733771 (kafka.log.Log)"
1617012911,2301,1583956918000,,kafka,INFO,,[ProducerStateManager partition=dotnetAgentTopic-8] Writing producer snapshot at offset 226996 (kafka.log.ProducerStateManager),"[2020-03-12 04:01:58,029] INFO [ProducerStateManager partition=dotnetAgentTopic-8] Writing producer snapshot at offset 226996 (kafka.log.ProducerStateManager)"
1617012839,410,1615540737000,,kafka,ERROR,1:文件/文件夹操作异常,Error while loading log dir /data/appData/kafka1 (kafka.log.LogManager),"[2021-03-12 17:18:57,718] ERROR Error while loading log dir /data/appData/kafka1 (kafka.log.LogManager)"
1623209148,410,1615540737000,10.0.1.144,kafka,ERROR,1:文件/文件夹操作异常,loading log dir /data/appData/kafka1 (kafka.log.LogManager),"[2021-03-12 17:18:57,718] ERROR Error while loading log dir /data/appData/kafka1 (kafka.log.LogManager)"
1617012839,479,1615540737000,,kafka,INFO,,"[Log partition=monitor_topic-6, dir=/data/appData/kafka1] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 215 ms (kafka.log.Log)","[2021-03-12 17:18:57,948] INFO [Log partition=monitor_topic-6, dir=/data/appData/kafka1] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 215 ms (kafka.log.Log)"
1617012839,623,1615540738000,,kafka,INFO,,"[Log partition=algorithm-4, dir=/data/appData/kafka1] Recovering unflushed segment 0 (kafka.log.Log)","[2021-03-12 17:18:58,499] INFO [Log partition=algorithm-4, dir=/data/appData/kafka1] Recovering unflushed segment 0 (kafka.log.Log)"
1617012839,777,1615540738000,,kafka,INFO,,"[Log partition=dodb_topic_log_analyse6153-1, dir=/data/appData/kafka1] Recovering unflushed segment 0 (kafka.log.Log)","[2021-03-12 17:18:58,905] INFO [Log partition=dodb_topic_log_analyse6153-1, dir=/data/appData/kafka1] Recovering unflushed segment 0 (kafka.log.Log)"
1617012839,1234,1615540739000,,kafka,INFO,,"[Log partition=event-3, dir=/data/appData/kafka1] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 21 ms (kafka.log.Log)","[2021-03-12 17:18:59,927] INFO [Log partition=event-3, dir=/data/appData/kafka1] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 21 ms (kafka.log.Log)"
1617012839,2063,1615540741000,,kafka,INFO,,"[Log partition=cp_data-6, dir=/data/appData/kafka1] Recovering unflushed segment 15416 (kafka.log.Log)","[2021-03-12 17:19:01,251] INFO [Log partition=cp_data-6, dir=/data/appData/kafka1] Recovering unflushed segment 15416 (kafka.log.Log)"
1617012839,3267,1615540743000,,kafka,INFO,,"[Log partition=mmm-3, dir=/data/appData/kafka1] Recovering unflushed segment 6712 (kafka.log.Log)","[2021-03-12 17:19:03,726] INFO [Log partition=mmm-3, dir=/data/appData/kafka1] Recovering unflushed segment 6712 (kafka.log.Log)"
1617012839,3447,1615540744000,,kafka,INFO,,"[Log partition=prom-monitor-sink-data-3, dir=/data/appData/kafka1] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 26 ms (kafka.log.Log)","[2021-03-12 17:19:04,110] INFO [Log partition=prom-monitor-sink-data-3, dir=/data/appData/kafka1] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 26 ms (kafka.log.Log)"
1617012839,3677,1615540744000,,kafka,INFO,,"[Log partition=topic-6, dir=/data/appData/kafka1] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 17 ms (kafka.log.Log)","[2021-03-12 17:19:04,870] INFO [Log partition=topic-6, dir=/data/appData/kafka1] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 17 ms (kafka.log.Log)"
1617012839,3847,1615540745000,,kafka,INFO,,"[Log partition=topic_group_process_bucket-3, dir=/data/appData/kafka1] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 17 ms (kafka.log.Log)","[2021-03-12 17:19:05,103] INFO [Log partition=topic_group_process_bucket-3, dir=/data/appData/kafka1] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 17 ms (kafka.log.Log)"
1617012839,11331,1615540756000,,kafka,INFO,,"[Log partition=aops_aopc_metric_service_original_3-4, dir=/data/appData/kafka1] Completed load of log with 1 segments, log start offset 17461 and log end offset 17461 in 17 ms (kafka.log.Log)","[2021-03-12 17:19:16,861] INFO [Log partition=aops_aopc_metric_service_original_3-4, dir=/data/appData/kafka1] Completed load of log with 1 segments, log start offset 17461 and log end offset 17461 in 17 ms (kafka.log.Log)"
1617012839,19991,1615540762000,,kafka,INFO,,"[Log partition=qcjoinOutTable-0, dir=/data/appData/kafka1] Recovering unflushed segment 0 (kafka.log.Log)","[2021-03-12 17:19:22,856] INFO [Log partition=qcjoinOutTable-0, dir=/data/appData/kafka1] Recovering unflushed segment 0 (kafka.log.Log)"
1617012839,77138,1615540767000,,kafka,ERROR,1:文件/文件夹操作异常,Error while deleting the clean shutdown file in dir /data/appData/kafka1 (kafka.server.LogDirFailureChannel),"[2021-03-12 17:19:27,197] ERROR Error while deleting the clean shutdown file in dir /data/appData/kafka1 (kafka.server.LogDirFailureChannel)"
1623209148,77138,1615540767000,10.0.1.144,kafka,ERROR,1:文件/文件夹操作异常,deleting the clean shutdown file in dir /data/appData/kafka1 (kafka.server.LogDirFailureChannel),"[2021-03-12 17:19:27,197] ERROR Error while deleting the clean shutdown file in dir /data/appData/kafka1 (kafka.server.LogDirFailureChannel)"
1617012839,149288,1615540769000,,kafka,INFO,,[ReplicaFetcherManager on broker 1] Removed fetcher for partitions Set() (kafka.server.ReplicaFetcherManager),"[2021-03-12 17:19:29,967] INFO [ReplicaFetcherManager on broker 1] Removed fetcher for partitions Set() (kafka.server.ReplicaFetcherManager)"
1617012839,149292,1615540770000,,kafka,ERROR,6:其他异常,Shutdown broker because all log dirs in /data/appData/kafka1 have failed (kafka.log.LogManager),"[2021-03-12 17:19:30,193] ERROR Shutdown broker because all log dirs in /data/appData/kafka1 have failed (kafka.log.LogManager)"
1623209148,149292,1615540770000,10.0.1.144,kafka,ERROR,1:文件/文件夹操作异常,because all log dirs in /data/appData/kafka1 have failed (kafka.log.LogManager),"[2021-03-12 17:19:30,193] ERROR Shutdown broker because all log dirs in /data/appData/kafka1 have failed (kafka.log.LogManager)"
1617012838,511,1615544048000,,kafka,INFO,,"[Log partition=ci_unregisted_topic-7, dir=/data/appData/kafka] Completed load of log with 2 segments, log start offset 18443 and log end offset 19938 in 147 ms (kafka.log.Log)","[2021-03-12 18:14:08,729] INFO [Log partition=ci_unregisted_topic-7, dir=/data/appData/kafka] Completed load of log with 2 segments, log start offset 18443 and log end offset 19938 in 147 ms (kafka.log.Log)"
1617012838,545,1615544049000,,kafka,INFO,,[ProducerStateManager partition=Autovalve0.0.2-6] Writing producer snapshot at offset 1 (kafka.log.ProducerStateManager),"[2021-03-12 18:14:09,477] INFO [ProducerStateManager partition=Autovalve0.0.2-6] Writing producer snapshot at offset 1 (kafka.log.ProducerStateManager)"
1617012838,567,1615544049000,,kafka,INFO,,[ProducerStateManager partition=valve_segment1.0-4] Loading producer state from snapshot file '/data/appData/kafka/valve_segment1.0-4/00000000000000001054.snapshot' (kafka.log.ProducerStateManager),"[2021-03-12 18:14:09,665] INFO [ProducerStateManager partition=valve_segment1.0-4] Loading producer state from snapshot file '/data/appData/kafka/valve_segment1.0-4/00000000000000001054.snapshot' (kafka.log.ProducerStateManager)"
1617012838,855,1615544069000,,kafka,INFO,,[ProducerStateManager partition=remote_call_topic-3] Writing producer snapshot at offset 5982 (kafka.log.ProducerStateManager),"[2021-03-12 18:14:29,923] INFO [ProducerStateManager partition=remote_call_topic-3] Writing producer snapshot at offset 5982 (kafka.log.ProducerStateManager)"
1617012838,1915,1615544083000,,kafka,INFO,,[ProducerStateManager partition=marytopic-6] Writing producer snapshot at offset 2 (kafka.log.ProducerStateManager),"[2021-03-12 18:14:43,337] INFO [ProducerStateManager partition=marytopic-6] Writing producer snapshot at offset 2 (kafka.log.ProducerStateManager)"
1617012838,2020,1615544087000,,kafka,INFO,,"[Log partition=sync_result_topic-6, dir=/data/appData/kafka] Found a corrupted index file corresponding to log file /data/appData/kafka/sync_result_topic-6/00000000000000000245.log due to Corrupt time index found, time index file (/data/appData/kafka/sync_result_topic-6/00000000000000000245.timeindex) has non-zero size but the last timestamp is 0 which is less than the first timestamp 1615448453228}, recovering segment and rebuilding index files... (kafka.log.Log)","[2021-03-12 18:14:47,270] WARN [Log partition=sync_result_topic-6, dir=/data/appData/kafka] Found a corrupted index file corresponding to log file /data/appData/kafka/sync_result_topic-6/00000000000000000245.log due to Corrupt time index found, time index file (/data/appData/kafka/sync_result_topic-6/00000000000000000245.timeindex) has non-zero size but the last timestamp is 0 which is less than the first timestamp 1615448453228}, recovering segment and rebuilding index files... (kafka.log.Log)"
1617012838,2379,1615544093000,,kafka,INFO,,"[Log partition=dodb_topic-6, dir=/data/appData/kafka] Loading producer state till offset 6378 with message format version 2 (kafka.log.Log)","[2021-03-12 18:14:53,816] INFO [Log partition=dodb_topic-6, dir=/data/appData/kafka] Loading producer state till offset 6378 with message format version 2 (kafka.log.Log)"
1617012838,7718,1615544220000,,kafka,INFO,,[ProducerStateManager partition=testtopicout-0] Writing producer snapshot at offset 4 (kafka.log.ProducerStateManager),"[2021-03-12 18:17:00,859] INFO [ProducerStateManager partition=testtopicout-0] Writing producer snapshot at offset 4 (kafka.log.ProducerStateManager)"
1617012838,7810,1615544221000,,kafka,INFO,,"[Log partition=topN_maoyan_sc-0, dir=/data/appData/kafka] Completed load of log with 1 segments, log start offset 66 and log end offset 66 in 59 ms (kafka.log.Log)","[2021-03-12 18:17:01,651] INFO [Log partition=topN_maoyan_sc-0, dir=/data/appData/kafka] Completed load of log with 1 segments, log start offset 66 and log end offset 66 in 59 ms (kafka.log.Log)"
1617012838,7873,1615544222000,,kafka,INFO,,[ProducerStateManager partition=topN_maoyan-2] Loading producer state from snapshot file '/data/appData/kafka/topN_maoyan-2/00000000000000001585.snapshot' (kafka.log.ProducerStateManager),"[2021-03-12 18:17:02,497] INFO [ProducerStateManager partition=topN_maoyan-2] Loading producer state from snapshot file '/data/appData/kafka/topN_maoyan-2/00000000000000001585.snapshot' (kafka.log.ProducerStateManager)"
1617012838,7960,1615544224000,,kafka,INFO,,"[Log partition=testToes-0, dir=/data/appData/kafka] Completed load of log with 1 segments, log start offset 1518 and log end offset 1518 in 42 ms (kafka.log.Log)","[2021-03-12 18:17:04,496] INFO [Log partition=testToes-0, dir=/data/appData/kafka] Completed load of log with 1 segments, log start offset 1518 and log end offset 1518 in 42 ms (kafka.log.Log)"
1617012838,8762,1615544236000,,kafka,INFO,,"[Log partition=sql_suanzi-0, dir=/data/appData/kafka] Recovering unflushed segment 14006 (kafka.log.Log)","[2021-03-12 18:17:16,180] INFO [Log partition=sql_suanzi-0, dir=/data/appData/kafka] Recovering unflushed segment 14006 (kafka.log.Log)"
1617012838,8763,1615544236000,,kafka,INFO,,"[Log partition=sql_suanzi-0, dir=/data/appData/kafka] Loading producer state till offset 14006 with message format version 2 (kafka.log.Log)","[2021-03-12 18:17:16,184] INFO [Log partition=sql_suanzi-0, dir=/data/appData/kafka] Loading producer state till offset 14006 with message format version 2 (kafka.log.Log)"
1617012838,9426,1615544247000,,kafka,INFO,,[ProducerStateManager partition=testtopn-1] Loading producer state from snapshot file '/data/appData/kafka/testtopn-1/00000000000000000736.snapshot' (kafka.log.ProducerStateManager),"[2021-03-12 18:17:27,327] INFO [ProducerStateManager partition=testtopn-1] Loading producer state from snapshot file '/data/appData/kafka/testtopn-1/00000000000000000736.snapshot' (kafka.log.ProducerStateManager)"
1617012838,9815,1615544252000,,kafka,INFO,,"[Log partition=topnOutTopic-0, dir=/data/appData/kafka] Completed load of log with 1 segments, log start offset 1546 and log end offset 1546 in 48 ms (kafka.log.Log)","[2021-03-12 18:17:32,585] INFO [Log partition=topnOutTopic-0, dir=/data/appData/kafka] Completed load of log with 1 segments, log start offset 1546 and log end offset 1546 in 48 ms (kafka.log.Log)"
1617012838,9940,1615544254000,,kafka,INFO,,"[Log partition=source_669-0, dir=/data/appData/kafka] Completed load of log with 1 segments, log start offset 6549 and log end offset 6549 in 72 ms (kafka.log.Log)","[2021-03-12 18:17:34,756] INFO [Log partition=source_669-0, dir=/data/appData/kafka] Completed load of log with 1 segments, log start offset 6549 and log end offset 6549 in 72 ms (kafka.log.Log)"
1617012838,10103,1615544256000,,kafka,INFO,,"[Log partition=kafka_out_topn-2, dir=/data/appData/kafka] Completed load of log with 1 segments, log start offset 122 and log end offset 122 in 70 ms (kafka.log.Log)","[2021-03-12 18:17:36,952] INFO [Log partition=kafka_out_topn-2, dir=/data/appData/kafka] Completed load of log with 1 segments, log start offset 122 and log end offset 122 in 70 ms (kafka.log.Log)"
1617012838,10157,1615544257000,,kafka,INFO,,"[Log partition=testSQL-1, dir=/data/appData/kafka] Completed load of log with 1 segments, log start offset 70 and log end offset 70 in 35 ms (kafka.log.Log)","[2021-03-12 18:17:37,469] INFO [Log partition=testSQL-1, dir=/data/appData/kafka] Completed load of log with 1 segments, log start offset 70 and log end offset 70 in 35 ms (kafka.log.Log)"
1617012838,10186,1615544257000,,kafka,INFO,,"[Log partition=testTopicShuju-4, dir=/data/appData/kafka] Completed load of log with 1 segments, log start offset 40 and log end offset 40 in 50 ms (kafka.log.Log)","[2021-03-12 18:17:37,762] INFO [Log partition=testTopicShuju-4, dir=/data/appData/kafka] Completed load of log with 1 segments, log start offset 40 and log end offset 40 in 50 ms (kafka.log.Log)"
1617012838,10668,1615544264000,,kafka,INFO,,[ProducerStateManager partition=sink_flow_669_copy-1] Loading producer state from snapshot file '/data/appData/kafka/sink_flow_669_copy-1/00000000000000000102.snapshot' (kafka.log.ProducerStateManager),"[2021-03-12 18:17:44,918] INFO [ProducerStateManager partition=sink_flow_669_copy-1] Loading producer state from snapshot file '/data/appData/kafka/sink_flow_669_copy-1/00000000000000000102.snapshot' (kafka.log.ProducerStateManager)"
1617012838,10718,1615544266000,,kafka,INFO,,[ProducerStateManager partition=source_flow_671-1] Loading producer state from snapshot file '/data/appData/kafka/source_flow_671-1/00000000000000003898.snapshot' (kafka.log.ProducerStateManager),"[2021-03-12 18:17:46,047] INFO [ProducerStateManager partition=source_flow_671-1] Loading producer state from snapshot file '/data/appData/kafka/source_flow_671-1/00000000000000003898.snapshot' (kafka.log.ProducerStateManager)"
1617012838,10984,1615544269000,,kafka,INFO,,[ProducerStateManager partition=prom_metric_data-6] Loading producer state from snapshot file '/data/appData/kafka/prom_metric_data-6/00000000000000057045.snapshot' (kafka.log.ProducerStateManager),"[2021-03-12 18:17:49,981] INFO [ProducerStateManager partition=prom_metric_data-6] Loading producer state from snapshot file '/data/appData/kafka/prom_metric_data-6/00000000000000057045.snapshot' (kafka.log.ProducerStateManager)"
1617012838,11056,1615544272000,,kafka,INFO,,[ProducerStateManager partition=eee-2] Loading producer state from snapshot file '/data/appData/kafka/eee-2/00000000000000000012.snapshot' (kafka.log.ProducerStateManager),"[2021-03-12 18:17:52,372] INFO [ProducerStateManager partition=eee-2] Loading producer state from snapshot file '/data/appData/kafka/eee-2/00000000000000000012.snapshot' (kafka.log.ProducerStateManager)"
1617012838,11122,1615544274000,,kafka,INFO,,"[Log partition=onePartition01Out-0, dir=/data/appData/kafka] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 37 ms (kafka.log.Log)","[2021-03-12 18:17:54,538] INFO [Log partition=onePartition01Out-0, dir=/data/appData/kafka] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 37 ms (kafka.log.Log)"
